step,completed_agents,J1,J2,blocked_agents,step_time
172,19,0,0,0,0.0025348663330078125
173,19,0,0,0,0.0020134449005126953
174,19,0,0,0,0.003509044647216797
175,19,0,0,0,0.0013582706451416016
176,19,0,0,0,0.0032601356506347656
177,19,0,0,0,0.0035648345947265625
178,19,0,0,0,0.003308534622192383
179,19,0,0,0,0.0012519359588623047
180,19,0,0,0,0.003336668014526367
181,19,0,0,0,0.0018775463104248047
182,19,0,0,0,0.0032491683959960938
183,19,0,0,0,0.0013091564178466797
184,19,0,0,0,0.0015082359313964844
185,19,0,0,0,0.004819631576538086
186,19,0,0,0,0.0035080909729003906
187,19,0,0,0,0.0030143260955810547
188,19,0,0,0,0.0056264400482177734
