step,completed_agents,J1,J2,blocked_agents,step_time
367,49,6,0,0,0.02272772789001465
368,49,6,0,0,0.027572154998779297
369,49,6,0,0,0.02094864845275879
370,49,6,0,0,0.020773887634277344
371,49,6,0,0,0.025628328323364258
372,49,6,0,0,0.02504754066467285
373,49,6,0,0,0.02147197723388672
374,49,6,0,0,0.02286982536315918
375,49,6,0,0,0.006289482116699219
376,49,6,0,0,0.005951404571533203
377,49,6,0,0,0.02569103240966797
378,49,6,0,0,0.0062825679779052734
379,49,6,0,0,0.005979061126708984
380,49,6,0,0,0.019773244857788086
381,49,6,0,0,0.009567022323608398
382,49,6,0,0,0.019261837005615234
383,49,6,0,0,0.018709421157836914
384,49,6,0,0,0.022463560104370117
385,49,6,0,0,0.022344112396240234
386,49,6,0,0,0.009273290634155273
387,49,6,0,0,0.02294754981994629
388,49,6,0,0,0.023015737533569336
389,49,6,0,0,0.0295865535736084
390,49,6,0,0,0.021835803985595703
391,49,6,0,0,0.02114725112915039
392,49,6,0,0,0.023252487182617188
393,49,6,0,0,0.027535200119018555
394,49,6,0,0,0.022237539291381836
395,49,6,0,0,0.021746397018432617
396,49,6,0,0,0.022120952606201172
397,49,6,0,0,0.024838924407958984
398,49,6,0,0,0.02102494239807129
399,49,6,0,0,0.021141529083251953
400,49,6,0,0,0.021982669830322266
401,49,6,0,0,0.025208473205566406
402,49,6,0,0,0.02015542984008789
403,49,6,0,0,0.021100759506225586
404,49,6,0,0,0.021564245223999023
405,49,6,0,0,0.02293872833251953
406,49,6,0,0,0.006656646728515625
407,49,6,0,0,0.024284839630126953
408,49,6,0,0,0.01343679428100586
409,49,6,0,0,0.0064275264739990234
410,49,6,0,0,0.023134946823120117
411,49,6,0,0,0.02123880386352539
412,49,6,0,0,0.028384685516357422
413,49,6,0,0,0.01692819595336914
414,49,6,0,0,0.023487091064453125
415,49,6,0,0,0.021247148513793945
416,49,6,0,0,0.0205843448638916
417,49,6,0,0,0.021285295486450195
418,49,6,0,0,0.023305177688598633
419,49,6,0,0,0.021158695220947266
420,49,6,0,0,0.023022174835205078
421,49,6,0,0,0.022796154022216797
422,49,6,0,0,0.0235748291015625
423,49,6,0,0,0.023032665252685547
424,49,6,0,0,0.022017955780029297
425,49,6,0,0,0.01560354232788086
426,49,6,0,0,0.02125239372253418
427,49,6,0,0,0.022485017776489258
428,49,6,0,0,0.021188735961914062
429,49,6,0,0,0.020628929138183594
430,49,6,0,0,0.02518606185913086
431,49,6,0,0,0.012243032455444336
432,49,6,0,0,0.019185304641723633
433,49,6,0,0,0.02289295196533203
434,49,6,0,0,0.024440288543701172
